rank,brand,brand_ar,name_en,name_ar,rating,longevity,projection,year,price_ref,keyword_ar,keyword_en
180,Orto Parisi,اورتو باريسي,Cuoium,كويوم من,3.94,4.5,4,2021,690,عطر كويوم من,Cuoium
181,Clive Christian,كلايف كريستيان,Blonde Amber,بلوند عنبر,4.53,3.9,3.4,2022,800,عطر بلوند عنبر,Blonde Amber
182,ELIE SAAB,ايلي ساب,Parfum Intense,صعب لي انتنس النسائي,4.28,4,3.8,2013,390,عطر صعب لي انتنس النسائي,Parfum Intense
183,Lancome,لانكوم,Sor,لانوي تريزور,4.08,4.2,4,2015,440,عطر لانوي تريزور,Sor
184,Sospiro,سوسبيرو,Vibrato,فيبراتو,4.53,3.9,3.4,2022,1020,عطر فيبراتو,Vibrato
185,Dior,كريستيان ديور,Oud Ispahan,عود اصفهان,4.07,4.3,3.9,2012,15,عطر عود اصفهان,Oud Ispahan
186,Lancome,لانكوم,Nuit Tresor a La Folie,لانوي تريزور الا فولي,4.22,4,3.9,2018,390,عطر لانوي تريزور الا فولي,Nuit Tresor a La Folie
187,Naomi Goodsir,نعومي قودسير,Nuit de Bakelite,نويت باكيليت,4.02,4.3,4,2017,750,عطر نويت باكيليت,Nuit de Bakelite
188,Parfums de Marly,مارلي,Oajan,اوجان,4.42,4,3.5,2013,240,عطر اوجان,Oajan
189,Roja Parfums,روجا بارفيومز,United Arab Emirates Dove,الإمارات,4.32,4.1,3.6,2017,30,عطر الإمارات,United Arab Emirates Dove
190,Van Cleef,فان كليف اند اربلز,& Arpels Collection Extraordinaire Reve D'encens Parfum,ريف دانسنز,4.32,3.9,3.8,2018,780,عطر ريف دانسنز,& Arpels Collection Extraordinaire Reve D'encens Parfum
191,XERJOFF,زيرجوف,Via Cavour 1 Parfum,فيا كافور,4.27,4,3.8,2017,750,عطر فيا كافور,Via Cavour 1 Parfum
192,Guerlain,غيرلان,al Forte,لوم إيديال فورته جيرلان,4.46,4,3.4,2025,770,عطر لوم إيديال فورته جيرلان,al Forte
193,TOM FORD,توم فورد,Oud Wood Intense,عود وود انتنس,4.16,4.2,3.8,2017,12580,عطر عود وود انتنس,Oud Wood Intense
194,Viktor Rolf,فيكتور اند رولف,& Flowerbomb Nectar,فلاوربومب نكتار,4.11,4.1,4,2018,380,عطر فلاوربومب نكتار,& Flowerbomb Nectar
195,XERJOFF,زيرجوف,Deified Tony Iommi Parfum,توني ايومي ديفايد,4.26,4.1,3.7,2024,900,عطر توني ايومي ديفايد,Deified Tony Iommi Parfum
196,AMOUAGE,امواج,Sequence,أمواج سيكوينس,3.9,4.3,4.2,2025,20,عطر أمواج سيكوينس,Sequence
197,Armaf,ارماف,Club de Nuit Intense Man Limited,كلوب نوي انتنس مان ليميتد ايديشن,4.45,3.9,3.5,2021,295,عطر كلوب نوي انتنس مان ليميتد ايديشن,Club de Nuit Intense Man Limited
198,Giorgio Armani,ارماني,Emporio Stronger With You Powerfully,سترونجر ويذ يو من امبريو,4.5,3.9,3.4,2026,470,عطر سترونجر ويذ يو من امبريو,Emporio Stronger With You Powerfully
199,S T Dupont,ديبون,Oud & Rose S.T.,اس تي عود آند روز,3.9,4.3,4.2,2016,230,عطر اس تي عود آند روز,Oud & Rose S.T.
200,The Lover's Tale,ذا لوفرز تيل,Francesca Bianchi,فرانشيسكا بيانكي إكتسريت,4,4.5,3.8,2018,450,عطر فرانشيسكا بيانكي إكتسريت,Francesca Bianchi
201,Unique'e Luxury,يونيك لاكجري,Hidden Accords,لكجري هيدن اكورس,4.35,4,3.6,2018,600,عطر لكجري هيدن اكورس,Hidden Accords
202,Valentino,فالنتينو,Uomo Noir Absolu,اومو نوار ابسولو الرجالي,4.05,4.2,4,2017,490,عطر اومو نوار ابسولو الرجالي,Uomo Noir Absolu
203,Dior,كريستيان ديور,Hypnotic Poison,هيبنوتيك بويزن الاحمر الكلاسيكي,4,4.2,4.1,1998,480,عطر هيبنوتيك بويزن الاحمر الكلاسيكي,Hypnotic Poison
204,Lorenzo,لورينزو بازاليا,Van Py Rhum Pazzaglia,لورنزو بازاجليا فان باي روم اكسترايت,4.29,4.1,3.6,2022,600,عطر لورنزو بازاجليا فان باي روم اكسترايت,Van Py Rhum Pazzaglia
205,Mancera,مانسيرا,Black Gold,بلاك قولد,4.09,4.1,4,2017,360,عطر بلاك قولد,Black Gold
206,Montale,مونتال,Honey Aoud,هوني عود من,4.14,4.2,3.8,2015,350,عطر هوني عود من,Honey Aoud
207,Pazzaglia,لورنزو بازاجليا,Van Py Rhum Lorenzo,فان باي روم,4.29,4.1,3.6,2022,20,عطر فان باي روم,Van Py Rhum Lorenzo
208,Prada,برادا,Femme Absolu,لا فيمي ابسولو النسائي,4.09,4.1,4,2018,320,عطر لا فيمي ابسولو النسائي,Femme Absolu
209,The Woods,ذا وودز كوليكشن,Royal Night Collection,رويال نايت كولكشن,4.39,3.9,3.6,2020,12,عطر رويال نايت كولكشن,Royal Night Collection
210,Unique'e Luxury,يونيك لاكجري,Beril,بيريل لكجري,4.24,4.1,3.7,2019,800,عطر بيريل لكجري,Beril
211,Sospiro,سوسبيرو,Diapason,ديباسون,4.14,4.1,3.9,2017,850,عطر ديباسون,Diapason
212,Guerlain,غيرلان,Absolus d'Orient Santal Royal,سانتال رويال,4.23,4.1,3.7,2014,160,عطر سانتال رويال,Absolus d'Orient Santal Royal
213,Montale,مونتال,Roses Musk Intense,الفوشي روز مسك انتنس,4.03,4.2,4,2015,370,عطر الفوشي روز مسك انتنس,Roses Musk Intense
214,Nilafar du Nil,نيلافار دو نيل,Narmar,نارمار,4.33,4,3.6,2020,420,عطر نارمار,Narmar
215,Nishane,نيشاني,Pachuli Kozha,باتشولي كوزها,4.13,4.3,3.7,2015,480,عطر باتشولي كوزها,Pachuli Kozha
216,Nishane,نيشاني,Suede et Safran,سويد اي سافرون,4.22,4.2,3.6,2015,440,عطر سويد اي سافرون,Suede et Safran
217,Ormonde Jayne,اورموند جين,Black Gold,بلاك جولد ارموند,4.42,3.9,3.5,2014,1250,عطر بلاك جولد ارموند,Black Gold
218,Versace,فرزاتشي,Eros Flame,ايروس فلام,4.32,3.8,3.8,2018,320,عطر ايروس فلام,Eros Flame
219,Giorgio Armani,ارماني,Emporio Stronger With You Absolutely,سترونجر وذ يو أبسولوتلي من جورجيو,4.52,3.9,3.3,2021,390,عطر سترونجر وذ يو أبسولوتلي من جورجيو,Emporio Stronger With You Absolutely
220,JeanPaulGaultie,جان بول غولتير,Scandal Absolu Jean Paul Gaultier,غوتييه سكاندال ابسولو الرجالي,4.47,3.9,3.4,2024,485,عطر غوتييه سكاندال ابسولو الرجالي,Scandal Absolu Jean Paul Gaultier
221,JeanPaulGaultie,جان بول غولتير,Scandal Pour Homme Jean Paul Gaultier,غوتييه سكاندال الرجالي,4.27,3.9,3.8,2021,10,عطر غوتييه سكاندال الرجالي,Scandal Pour Homme Jean Paul Gaultier
222,Lancome,لانكوم,Magie Noire,ماجي نوير,4.07,4.2,3.9,1978,420,عطر ماجي نوير,Magie Noire
223,Unique'e Luxury,يونيك لاكجري,Woud And Mood,لكجري وود اند مود,4.22,4.1,3.7,2018,250,عطر لكجري وود اند مود,Woud And Mood
224,XERJOFF,زيرجوف,More Than Words,جوين ذا كلوب مور ذان وردز,4.02,4.3,3.9,2012,19,عطر جوين ذا كلوب مور ذان وردز,More Than Words
225,AMOUAGE,امواج,The Library Collection Opus VII,ليبراري كوليكشن أوبس السابع,4.16,4.2,3.7,2013,740,عطر ليبراري كوليكشن أوبس السابع,The Library Collection Opus VII
226,Gucci,قوتشي,Intense Oud,انتنس عود الرجالي,4.46,3.9,3.4,2016,460,عطر انتنس عود الرجالي,Intense Oud
227,Lorenzo,لورينزو بازاليا,Esco Pazzo Pazzaglia,لورنزو بازاجليا ايسكو بازو,4.01,4.3,3.9,2018,570,عطر لورنزو بازاجليا ايسكو بازو,Esco Pazzo Pazzaglia
228,Nasomatto,ناسوماتو,Baraonda,باروندا اكسترايت,4.41,4,3.4,2016,490,عطر باروندا اكسترايت,Baraonda
229,Van Cleef,فان كليف اند اربلز,& Arples Pour Homme,بورهوم,4.26,4,3.7,1978,400,عطر بورهوم,& Arples Pour Homme
230,AMOUAGE,امواج,Bracken,براكن النسائي,4,4.2,4,2016,730,عطر براكن النسائي,Bracken
231,Costume Natio,كوستوم ناشونال,National Homme Parfum,أوم,4.25,4,3.7,2009,350,عطر أوم,National Homme Parfum
232,Estee Lauder,استي لودر,E,إستي أزوري,4.25,3.9,3.8,1969,290,عطر إستي أزوري,E
233,Giorgio Armani,ارماني,Code Cashmere,كود كشمير النسائي,4.1,4.1,3.9,2016,330,عطر كود كشمير النسائي,Code Cashmere
234,Guerlain,غيرلان,Cuir Intense,كيور انتنس,4.05,4.3,3.8,2024,680,عطر كيور انتنس,Cuir Intense
235,Lorenzo,لورينزو بازاليا,Pazzaglia Narcotix Citrus,لورنزو بازاجليا ناركوتكس سترس,4.2,4.1,3.7,2022,750,عطر لورنزو بازاجليا ناركوتكس سترس,Pazzaglia Narcotix Citrus
236,Lorenzo,لورينزو بازاليا,Sex Sea Pazzaglia,لورنزو بازاجليا سكس سي اكسترايت,4.25,4.1,3.6,2022,600,عطر لورنزو بازاجليا سكس سي اكسترايت,Sex Sea Pazzaglia
237,Mancera,مانسيرا,Aoud Sandroses,عود ساند روز,4.1,4.2,3.8,2015,320,عطر عود ساند روز,Aoud Sandroses
238,Masque Milano,ماسك ميلانو,Tango Oud,تانجو عود,4.1,4.4,3.6,2023,950,عطر تانجو عود,Tango Oud
239,Nasomatto,ناسوماتو,Black Afgano,بلاك أفغانو اكسترايت,4.05,4.3,3.8,2009,29,عطر بلاك أفغانو اكسترايت,Black Afgano
240,Paco Rabanne,باكو رابان,1 Million Absolutely Gold,ون مليون ابسولوتلي قولد,3.8,4.4,4.2,2012,200,عطر ون مليون ابسولوتلي قولد,1 Million Absolutely Gold
241,nasamat najd,نسمات نجد,BIRRA PURA,بيرا بورا,4.5,3.4,3.8,2023,250,عطر بيرا بورا,BIRRA PURA
242,AMOUAGE,امواج,Beach Hut Man,بيتش هات الرجالي,4.19,4.2,3.6,2017,395,عطر بيتش هات الرجالي,Beach Hut Man
243,BVLGARI,بولغاري,Azaran,ازاران,4.24,4,3.7,2021,1450,عطر ازاران,Azaran
244,BVLGARI,بولغاري,Gemme Azaran,لوجيم ازاران,4.24,4,3.7,2021,950,عطر لوجيم ازاران,Gemme Azaran
245,Jesus Del Pozo,خيسوس دل بوزو,Tobacco Wood Nights,جي ديل توباكو وود نايتس,4.54,3.6,3.5,2019,285,عطر جي ديل توباكو وود نايتس,Tobacco Wood Nights
246,Paradis,باردايس,Bliss des Sens,بليس,4.29,4,3.6,2020,370,عطر بليس,Bliss des Sens
247,Paradis,باردايس,des Sens and men,اكستاسي,4.29,4,3.6,2020,370,عطر اكستاسي,des Sens and men
248,Pazzaglia,لورنزو بازاجليا,Lorenzo Narcotix Citrus,ناركوتكس سترس,4.19,4.1,3.7,2022,20,عطر ناركوتكس سترس,Lorenzo Narcotix Citrus
249,YSL,ايف سان لوران,Yves Saint Laurent Manifesto,مانفيستو,3.89,4.3,4.1,2013,450,عطر مانفيستو,Yves Saint Laurent Manifesto
250,Givenchy,جيفنشي,FAUX SEMBLANT,فو سومبلان,4.18,3.9,3.9,2023,950,عطر فو سومبلان,FAUX SEMBLANT
251,Initio,انيشيو,Parfums,طقم عينات برايف كولكشن ديسكفر,4.33,4,3.5,2016,230,عطر طقم عينات برايف كولكشن ديسكفر,Parfums
252,Initio,انيشيو,Side Effect Parfums Prives,سايد افكت,4.33,4,3.5,2016,290,عطر سايد افكت,Side Effect Parfums Prives
253,Issey Miyake,ايسي مياكي,L'Eau d' Pour Homme Noir Ambre,ليو دا بور هوم نوار عنبر,4.53,3.8,3.3,2016,13,عطر ليو دا بور هوم نوار عنبر,L'Eau d' Pour Homme Noir Ambre
254,Lorenzo,لورينزو بازاليا,Passion Rose Pazzaglia,لورنزو بازاجليا باسيون روز,4.23,4,3.7,2022,570,عطر لورنزو بازاجليا باسيون روز,Passion Rose Pazzaglia
255,Lorenzo,لورينزو بازاليا,Pazzaglia Ficus in Fabula,لورنزو بازاجليا فيكوس ان فابيولا,4.13,4.1,3.8,2021,570,عطر لورنزو بازاجليا فيكوس ان فابيولا,Pazzaglia Ficus in Fabula
256,Pana Dora,بانا دورا,SWEDEN - TRAVEL SET -,طقم من عطور بانادورا,3.93,4.4,3.9,2024,850,عطر طقم من عطور بانادورا,SWEDEN - TRAVEL SET -
257,Pazzaglia,لورنزو بازاجليا,Adam & Eve's Dress Lorenzo,لورينزو ادم اند ايفز دريس اكسترايت,4.18,4.1,3.7,2020,20,عطر لورينزو ادم اند ايفز دريس اكسترايت,Adam & Eve's Dress Lorenzo
258,Trussardi,تروساردي,Uomo,اومو الاسود,4.13,4,3.9,1983,220,عطر اومو الاسود,Uomo
259,Boadicea,بوديسيا ذا فيكتوريوس,Violet Sapphire,فيوليت سافير,4.17,4.2,3.6,2018,2900,عطر فيوليت سافير,Violet Sapphire
260,Cartier,كارتير,Santos,سانتوس,4.22,4,3.7,1981,434,عطر سانتوس,Santos
261,Lorenzo,لورينزو بازاليا,Adam and Eve's Dress Pazzaglia,لورنزو بازاجليا ادم اند ايفز دريس,4.17,4.1,3.7,2020,570,عطر لورنزو بازاجليا ادم اند ايفز دريس,Adam and Eve's Dress Pazzaglia
262,S T Dupont,ديبون,Perfect Tobacco S.T.,اس تي بيرفكت توباكو,4.32,3.9,3.6,2019,280,عطر اس تي بيرفكت توباكو,Perfect Tobacco S.T.
263,Burberry,بربري,My Black,ماي بلاك,4.02,4.2,3.9,2016,340,عطر ماي بلاك,My Black
264,Mugler,موغلر,A Men,إي مان رابير فلاسك,4.02,4.2,3.9,1996,360,عطر إي مان رابير فلاسك,A Men
265,Alghabra,الغبرا,Poem of Damas Parfums,بويم اوف داماس,4.11,4.1,3.8,2018,450,عطر بويم اوف داماس,Poem of Damas Parfums
266,Emporio Armani,امبوريو ارماني,Stronger With You Leather,سترونجر ويذ يو ليذر,4.51,3.8,3.3,2020,10,عطر سترونجر ويذ يو ليذر,Stronger With You Leather
267,Francesca Bia,فرانشيسكا بيانكي,The Black Knight Bianchi,بلاك نايت,4.11,4.3,3.6,2019,450,عطر بلاك نايت,The Black Knight Bianchi
268,Nishane,نيشاني,Favonius Harrods Exclusive -,فافونيوس,4.26,4,3.6,2021,28,عطر فافونيوس,Favonius Harrods Exclusive -
269,Tauer Perfumes,اندي تاور,Golestan,جولستان,4.11,4.1,3.8,2022,27,عطر جولستان,Golestan
270,XERJOFF,زيرجوف,Zefiro,أكس جي زيفيرو,4.16,4,3.8,2015,18,عطر أكس جي زيفيرو,Zefiro
271,Chanel,شانيل,No.5,نمبر,4.01,4.2,3.9,1921,580,عطر نمبر,No.5
272,Mancera,مانسيرا,Velvet Vanilla,فيلفيت فانيلا,3.91,4.2,4.1,2016,360,عطر فيلفيت فانيلا,Velvet Vanilla
273,TizianaTerenzi,تيزيانا تيرينزي,Laudano Nero TIZIANA TERENZI,لودانو نيرو,4.06,4.3,3.7,2014,550,عطر لودانو نيرو,Laudano Nero TIZIANA TERENZI
274,Boadicea,بوديسيا ذا فيكتوريوس,Imperial THE VICTORIOUS,امبريال,4.25,4,3.6,2012,230,عطر امبريال,Imperial THE VICTORIOUS
275,Chanel,شانيل,Coco,كوكو من,4.25,4,3.6,1984,14,عطر كوكو من,Coco
276,Giorgio Armani,ارماني,Rose d'Arabie,روز ارابيا,4.35,3.9,3.5,2010,220,عطر روز ارابيا,Rose d'Arabie
277,JeanPaulGaultie,جان بول غولتير,Scandal Pour Homme Absolu Jean Paul Gaultier,سكاندال بور أوم أبسولو,4,4.1,4,2024,12,عطر سكاندال بور أوم أبسولو,Scandal Pour Homme Absolu Jean Paul Gaultier
278,Kilian,كيليان,Angels' Share Paradis BY and men,انجيلز شير برادايس,4.35,3.9,3.5,2025,1100,عطر انجيلز شير برادايس,Angels' Share Paradis BY and men
279,Montale,مونتال,Aoud Musk,عود مسك,3.75,4.4,4.2,2010,270,عطر عود مسك,Aoud Musk
280,Montale,مونتال,Intense Cafe,انتنس كافيه,3.85,4.3,4.1,2013,350,عطر انتنس كافيه,Intense Cafe
281,Ormonde Jayne,اورموند جين,Montabaco Intensivo,ارموند مونتباكو إينتينسيفو,4.5,3.9,3.2,2013,1200,عطر ارموند مونتباكو إينتينسيفو,Montabaco Intensivo
282,Orto Parisi,اورتو باريسي,Bergamask,بيرقامسك,3.95,4.4,3.8,2014,18,عطر بيرقامسك,Bergamask
283,S T Dupont,ديبون,Noble Wood S.T.,اس تي نوبل وود,3.95,4.2,4,2016,230,عطر اس تي نوبل وود,Noble Wood S.T.
284,Sospiro,سوسبيرو,Soprano,سوبرانو,4,4,4.1,2018,800,عطر سوبرانو,Soprano
285,Vertus,فيرتس,Chaos,فيرتوس كايوس,3.6,4.6,4.3,2021,650,عطر فيرتوس كايوس,Chaos
286,XERJOFF,زيرجوف,JTC 400,جي تي سي,4.15,4.1,3.7,2018,800,عطر جي تي سي,JTC 400
287,imperial,امبريل,Boadicea the Victorious,امبريال بوديسيا,4.25,4,3.6,2012,1000,عطر امبريال بوديسيا,Boadicea the Victorious
288,Dior,كريستيان ديور,Licieuse,فيف ديليسيوز,4.1,4.1,3.8,2015,800,عطر فيف ديليسيوز,Licieuse
289,JeanPaulGaultie,جان بول غولتير,Jean Paul Gaultier Ultra Male,الترا ميل الرجالي,4.45,3.8,3.4,2015,12,عطر الترا ميل الرجالي,Jean Paul Gaultier Ultra Male
290,Hugo Boss,هوغو بوس,Bottled Elixir,بوتلد إليكسير بيرفيوم,4.34,4,3.4,2023,395,عطر بوتلد إليكسير بيرفيوم,Bottled Elixir
291,Roja Parfums,روجا بارفيومز,Amber Aoud Dove,عنبر عود,4.39,3.9,3.4,2012,35,عطر عنبر عود,Amber Aoud Dove
292,XERJOFF,زيرجوف,XJ 17/17 STONE LABEL HOMME,اكس جي ستون ليبل هوم,4.09,4.2,3.7,2007,1450,عطر اكس جي ستون ليبل هوم,XJ 17/17 STONE LABEL HOMME
293,Boadicea,بوديسيا ذا فيكتوريوس,Complex THE VICTORIOUS,كومبلكس,3.78,4.4,4.1,,670,عطر كومبلكس,Complex THE VICTORIOUS
294,Clive Christian,كلايف كريستيان,C Woody Leather With Oudh Intense,سي وودي ليذر,4.28,4,3.5,2017,690,عطر سي وودي ليذر,C Woody Leather With Oudh Intense
295,Giorgio Armani,ارماني,Noir Kogane,بريفيه نوار كوجان,4.23,4.1,3.5,2024,18,عطر بريفيه نوار كوجان,Noir Kogane
